Ingreso,Alimentación,Movilidad,Vivienda,Salud,Educación,Entretenimiento,Vestuario,Ahorros,Deudas,Otros,%Ahorro,%Deuda,NivelIngreso,SaludFinanciera,PerfilFinanciero
1042292,616612,182427,1002858,127150,993773,146303,223811,87512,89551,70657,8.4,8.59,Bajo,Saludable,Equilibrado
802679,599842,230791,1161909,126495,818949,140322,80208,106623,172905,143324,13.28,21.54,Bajo,Saludable,Equilibrado
827802,540810,210504,1120426,153138,1464945,100732,155905,101515,293778,108954,12.26,35.49,Bajo,Saludable,Equilibrado
864765,603281,232414,960446,164208,865202,99678,110806,103643,363101,76713,11.99,41.99,Bajo,Saludable,Equilibrado
1002863,684902,179900,855078,168000,704087,96393,172746,124257,337286,105548,12.39,33.63,Bajo,Saludable,Equilibrado
1608977,545460,191430,1148986,179665,1372069,128706,215222,173402,439967,65382,10.78,27.34,Bajo,Saludable,Equilibrado
1081093,620199,160749,1160832,124018,705116,75263,132437,134305,114371,138536,12.42,10.58,Bajo,Saludable,Equilibrado
1347285,534991,212134,1093347,175879,930703,58453,164113,163240,171728,112186,12.12,12.75,Bajo,Saludable,Equilibrado
1282736,705603,195667,994035,172303,1466447,125765,115500,175766,597148,62182,13.7,46.55,Bajo,Saludable,Equilibrado
1410303,651188,192328,1010316,164637,1140352,83156,91008,138578,482308,130864,9.83,34.2,Bajo,Saludable,Equilibrado
1418119,712763,238986,900949,169068,976378,134365,140997,161923,525450,124127,11.42,37.05,Bajo,Saludable,Equilibrado
1513024,710277,189094,872197,176412,815616,123050,212596,224431,653316,51974,14.83,43.18,Bajo,Saludable,Equilibrado
1611546,668220,189046,986559,169761,1401008,51944,119855,174353,766734,117608,10.82,47.58,Bajo,Saludable,Equilibrado
1163621,502358,163385,895998,143872,1462632,65920,120633,160259,391013,52323,13.77,33.6,Bajo,Saludable,Equilibrado
1426364,573496,238044,868648,177191,506221,93867,184892,194053,238664,75155,13.6,16.73,Bajo,Saludable,Equilibrado
1189073,515078,236113,1197977,139605,1124432,85159,167879,173135,520407,116503,14.56,43.77,Bajo,Saludable,Equilibrado
1142670,544572,205162,929303,147357,1106659,105893,145522,118192,312716,138357,10.34,27.37,Bajo,Saludable,Equilibrado
1229145,558903,171803,915536,141219,1210158,121980,213739,160350,287137,123114,13.05,23.36,Bajo,Saludable,Equilibrado
1386680,520885,230424,1102930,157185,556658,85179,173565,164412,463342,139242,11.86,33.41,Bajo,Saludable,Equilibrado
1704372,628927,180105,983581,153395,1214007,105671,188135,218412,720799,142492,12.81,42.29,Medio Bajo,Saludable,Equilibrado
1841026,609261,181786,927465,153660,1362554,68756,85164,239397,346386,67324,13.0,18.81,Medio Bajo,Saludable,Equilibrado
2531324,664242,210801,896136,160916,805182,93963,143845,222560,710215,125575,8.79,28.06,Medio Bajo,Saludable,Equilibrado
2217336,516208,161745,1075507,150906,731057,80869,117771,220512,331266,117502,9.94,14.94,Medio Bajo,Saludable,Equilibrado
2790648,528571,183261,1071794,120768,765852,67408,209193,357773,357851,102856,12.82,12.82,Medio Bajo,Saludable,Equilibrado
2191607,662436,178058,1042307,157583,791142,55264,203253,281256,472177,100327,12.83,21.54,Medio Bajo,Saludable,Equilibrado
1929452,625148,232793,1146017,125634,1015585,124589,129876,162544,301621,62901,8.42,15.63,Medio Bajo,Saludable,Equilibrado
2357460,634753,201717,1159489,176730,1216065,70857,130059,210029,912366,126576,8.91,38.7,Medio Bajo,Saludable,Equilibrado
2763338,481799,224236,1023278,130248,943077,103348,223921,414161,410667,75308,14.99,14.86,Medio Bajo,Saludable,Equilibrado
1941174,702551,178425,1116439,153158,515503,80608,117676,290833,913286,78244,14.98,47.05,Medio Bajo,Saludable,Equilibrado
2353079,574698,187169,1174698,130827,821987,97094,114799,281896,989982,103513,11.98,42.07,Medio Bajo,Saludable,Equilibrado
2215870,708057,163510,927301,147451,1010179,98957,174389,241779,505626,96191,10.91,22.82,Medio Bajo,Saludable,Equilibrado
2364495,694904,179871,946624,140206,976985,79031,101834,289133,810917,143085,12.23,34.3,Medio Bajo,Saludable,Equilibrado
1815890,700252,222413,947620,127888,642670,68928,172784,171299,256226,127888,9.43,14.11,Medio Bajo,Saludable,Equilibrado
2084907,714675,180675,1033369,170754,1091176,126172,85730,232761,574119,123009,11.16,27.54,Medio Bajo,Saludable,Equilibrado
2437435,686542,201104,891213,172474,1111673,86440,171439,216858,641492,98118,8.9,26.32,Medio Bajo,Saludable,Equilibrado
2741321,516106,212162,1148698,156197,744882,85658,140176,289982,913026,116284,10.58,33.31,Medio Bajo,Saludable,Equilibrado
1735243,598018,175244,1087388,137408,716116,144655,224793,175961,406606,99285,10.14,23.43,Medio Bajo,Saludable,Equilibrado
1749610,578094,174697,1139040,147334,1055697,104979,104878,150293,180063,71262,8.59,10.29,Medio Bajo,Saludable,Equilibrado
2177592,576175,178961,984177,172360,542913,54614,135095,245341,749227,104841,11.27,34.41,Medio Bajo,Saludable,Equilibrado
1818004,621417,194769,1013702,144424,993524,103814,89765,245012,751605,89592,13.48,41.34,Medio Bajo,Saludable,Equilibrado
2819997,689370,191039,1188559,155674,527490,125605,178777,319378,814683,122684,11.33,28.89,Medio Bajo,Saludable,Equilibrado
2484380,592922,205468,960251,173438,1137268,56288,172876,205366,989152,51843,8.27,39.81,Medio Bajo,Saludable,Equilibrado
2167821,520746,217257,870390,146342,1462198,78810,102947,179303,990333,113036,8.27,45.68,Medio Bajo,Saludable,Equilibrado
2804111,493703,233710,1109127,146423,1388575,68856,90711,348414,541580,147094,12.43,19.31,Medio Bajo,Saludable,Equilibrado
2028321,549329,234338,1099443,154805,1470441,105320,194003,194885,726938,143875,9.61,35.84,Medio Bajo,Saludable,Equilibrado
1889954,603234,205431,1055730,172070,948930,87812,146650,212494,630496,132892,11.24,33.36,Medio Bajo,Saludable,Equilibrado
1788283,701322,221500,998573,121955,845441,112497,224527,266069,269119,55069,14.88,15.05,Medio Bajo,Saludable,Equilibrado
1870193,582932,231196,1137343,154176,1372994,70752,147459,254716,521247,127662,13.62,27.87,Medio Bajo,Saludable,Equilibrado
2561528,588527,181365,913282,175318,721983,79257,133957,345537,1021718,86739,13.49,39.89,Medio Bajo,Saludable,Equilibrado
2543625,482629,165113,1024601,166244,501948,103692,179547,290217,783520,112517,11.41,30.8,Medio Bajo,Saludable,Equilibrado
2597793,643158,167721,1013034,164611,1452874,50205,203528,319855,586257,127757,12.31,22.57,Medio Bajo,Saludable,Equilibrado
2170734,510471,201891,1145588,124868,611886,79898,188670,234226,448884,94519,10.79,20.68,Medio Bajo,Saludable,Equilibrado
1824198,560072,170608,803909,141219,1172420,142745,203270,158749,818832,93758,8.7,44.89,Medio Bajo,Saludable,Equilibrado
2811862,480445,198789,1038685,133103,781925,89675,119739,231342,1041124,122282,8.23,37.03,Medio Bajo,Saludable,Equilibrado
2138873,506907,164822,941694,124257,1243058,59994,181923,213346,530661,77920,9.97,24.81,Medio Bajo,Saludable,Equilibrado
1665999,613361,191663,921617,143317,1355313,122475,193263,197342,347272,135656,11.85,20.84,Medio Bajo,Saludable,Equilibrado
2460752,556497,192885,944561,163805,1071530,68576,93210,215976,1173389,76011,8.78,47.68,Medio Bajo,Saludable,Equilibrado
1983794,618079,190040,840183,137224,666110,132175,147326,170226,204300,56143,8.58,10.3,Medio Bajo,Saludable,Equilibrado
1977002,651908,221685,1060783,132506,1307513,83022,185332,202193,288566,100902,10.23,14.6,Medio Bajo,Saludable,Equilibrado
2480001,495145,229382,1040638,163013,1013279,52680,80028,201706,1095116,53290,8.13,44.16,Medio Bajo,Saludable,Equilibrado
2316714,647826,195342,1165037,154295,907263,53260,144749,253513,304242,69328,10.94,13.13,Medio Bajo,Saludable,Equilibrado
2461864,684943,196229,813849,141166,685473,144076,96128,214831,899796,97545,8.73,36.55,Medio Bajo,Saludable,Equilibrado
1982418,527231,219066,920392,129744,993000,137176,196379,171320,862260,123641,8.64,43.5,Medio Bajo,Saludable,Equilibrado
2735125,688629,239293,1038399,167585,900801,145134,87553,251886,618665,74096,9.21,22.62,Medio Bajo,Saludable,Equilibrado
1783076,680793,234047,1144699,143132,1005434,106482,127452,174561,300533,113084,9.79,16.85,Medio Bajo,Saludable,Equilibrado
1831132,511481,233427,932259,142661,633246,126014,169765,224463,787758,72054,12.26,43.02,Medio Bajo,Saludable,Equilibrado
2571596,524493,187534,804210,125097,1256485,118400,90199,357604,796264,126626,13.91,30.96,Medio Bajo,Saludable,Equilibrado
2233645,541253,231389,875120,125175,1101891,119148,104254,302955,305383,78164,13.56,13.67,Medio Bajo,Saludable,Equilibrado
2299626,687326,197443,1053831,138140,980898,64363,98138,256535,824402,110064,11.16,35.85,Medio Bajo,Saludable,Equilibrado
2440487,656974,217793,1145757,137119,1214896,62999,99976,338500,398002,90251,13.87,16.31,Medio Bajo,Saludable,Equilibrado
2104458,588637,172922,1191885,154293,894624,115236,126700,309021,598522,64808,14.68,28.44,Medio Bajo,Saludable,Equilibrado
3333193,481071,194094,991655,150035,1477935,122334,138656,367954,304134,109160,11.04,9.12,Medio,Saludable,Equilibrado
3907233,657070,175437,919240,155491,933488,123211,159424,512858,312997,73982,13.13,8.01,Medio,Saludable,Equilibrado
3282128,515454,165249,1131987,153822,687544,99509,205046,284538,1546755,83109,8.67,47.13,Medio,Saludable,Equilibrado
4016565,576294,225263,1196442,165957,1475843,106352,154957,488276,844998,94614,12.16,21.04,Medio,Saludable,Equilibrado
2927284,637439,193110,1031897,139001,752746,64146,214019,307868,469312,129892,10.52,16.03,Medio,Saludable,Equilibrado
3430657,696163,221244,1123471,164826,883142,110724,180651,474522,1539343,50868,13.83,44.87,Medio,Saludable,Equilibrado
3156530,709711,231270,951627,163133,1327211,53869,174451,360469,505478,118666,11.42,16.01,Medio,Saludable,Equilibrado
4008303,636985,200944,872254,159861,828422,146922,144370,327348,1473964,136406,8.17,36.77,Medio,Saludable,Equilibrado
3704987,526471,168067,897970,150073,1288557,53682,82364,428708,1305391,55286,11.57,35.23,Medio,Saludable,Equilibrado
2976132,716128,199445,922352,149299,1257792,104526,75570,375122,540824,94511,12.6,18.17,Medio,Saludable,Equilibrado
3194080,504164,179229,916590,158467,1490308,91446,111386,280776,1059003,83344,8.79,33.16,Medio,Saludable,Equilibrado
3296764,584202,229320,816394,159172,640884,66521,81778,441365,1053827,77499,13.39,31.97,Medio,Saludable,Equilibrado
3525217,683660,176445,1060977,156900,1290763,129489,178378,323777,1668385,75109,9.18,47.33,Medio,Saludable,Equilibrado
3992888,538870,191962,1093757,171241,1399728,72115,163865,536287,1069911,56932,13.43,26.8,Medio,Saludable,Equilibrado
4027482,540275,234755,1018015,174902,1133731,50010,220979,412794,1533374,149602,10.25,38.07,Medio,Saludable,Equilibrado
3613211,634381,206138,1000983,131735,820817,94059,138149,438277,1194252,89052,12.13,33.05,Medio,Saludable,Equilibrado
3454952,487003,206856,1182795,120516,531764,120924,165640,498580,1367880,70360,14.43,39.59,Medio,Saludable,Equilibrado
3077283,598771,166839,1147730,144587,1475775,61818,221271,334439,250258,80153,10.87,8.13,Medio,Saludable,Equilibrado
3269386,608629,170965,1029920,170636,1477568,129722,123312,425514,414090,53615,13.02,12.67,Medio,Saludable,Equilibrado
2940011,545192,206195,801151,126602,1088350,96516,222668,251489,458602,74732,8.55,15.6,Medio,Saludable,Equilibrado
2879555,550517,180703,1013068,145838,1117250,112840,105554,402322,813910,83060,13.97,28.27,Medio,Saludable,Equilibrado
3932978,557886,216737,1139995,154253,788953,73910,108212,547374,917119,64470,13.92,23.32,Medio,Saludable,Equilibrado
3657085,502350,190575,855920,179084,640486,121742,117387,466003,1446831,112608,12.74,39.56,Medio,Saludable,Equilibrado
3707502,522781,175178,1127360,126012,904254,82617,166101,454427,1028449,136199,12.26,27.74,Medio,Saludable,Equilibrado
2929004,628633,238206,1197093,170065,785394,141449,210781,312777,654932,124172,10.68,22.36,Medio,Saludable,Equilibrado
2918675,593418,239524,1146934,147016,1338341,139670,198600,433791,557111,106884,14.86,19.09,Medio,Saludable,Equilibrado
2883514,604013,163167,1071895,148329,1302668,91406,170648,332941,1061586,127746,11.55,36.82,Medio,Saludable,Equilibrado
3622808,704384,202824,1026584,123909,587850,124941,79675,292619,346602,84654,8.08,9.57,Medio,Saludable,Equilibrado
3126569,617310,237957,1165935,143394,948299,76637,200828,365050,1098145,124837,11.68,35.12,Medio,Saludable,Equilibrado
3247756,616472,203327,911634,143115,1230334,65426,81349,375149,438093,116187,11.55,13.49,Medio,Saludable,Equilibrado
3827391,484046,212181,991130,170005,1326141,131230,88566,459541,1076248,132145,12.01,28.12,Medio,Saludable,Equilibrado
2891560,568991,200260,1143566,142355,617655,57481,117534,426615,500433,50941,14.75,17.31,Medio,Saludable,Equilibrado
3401396,553532,204778,1133774,175105,695799,109500,220402,311512,1570873,95758,9.16,46.18,Medio,Saludable,Equilibrado
3049066,682784,206238,825706,148232,1421224,93419,128224,409030,348211,105272,13.41,11.42,Medio,Saludable,Equilibrado
3976411,487857,205377,1144248,136775,528230,139209,148147,529864,892091,120009,13.33,22.43,Medio,Saludable,Equilibrado
3642076,482192,182787,1144165,169548,733694,122242,114849,464255,1549411,132891,12.75,42.54,Medio,Saludable,Equilibrado
3064727,711232,230389,964320,129602,1134040,149060,208660,404287,531599,148415,13.19,17.35,Medio,Saludable,Equilibrado
2907216,715867,201099,1102498,130202,635096,103628,106930,365003,347725,65254,12.56,11.96,Medio,Saludable,Equilibrado
4036645,584920,203647,870084,134384,1456386,57016,177340,486541,1467819,53184,12.05,36.36,Medio,Saludable,Equilibrado
3176854,537269,200388,975055,131683,1204385,79020,207625,303003,1080363,56443,9.54,34.01,Medio,Saludable,Equilibrado
3250664,559099,203148,942487,136307,1481077,137730,87297,426395,912839,124864,13.12,28.08,Medio,Saludable,Equilibrado
3000652,590312,175997,869145,158074,928823,52360,117918,393812,841909,130533,13.12,28.06,Medio,Saludable,Equilibrado
3425515,662565,194348,1054322,135506,1222742,84233,102109,333635,1302252,130552,9.74,38.02,Medio,Saludable,Equilibrado
3227721,546451,193954,910280,152954,605626,99710,175114,315037,499211,95689,9.76,15.47,Medio,Saludable,Equilibrado
3883954,578947,168139,933207,134290,812457,130409,218696,366325,1696926,93757,9.43,43.69,Medio,Saludable,Equilibrado
3667638,621519,226336,1175413,145792,1284537,102619,76304,368207,1626771,118081,10.04,44.35,Medio,Saludable,Equilibrado
4004797,635291,209958,1115006,171781,590033,80879,106534,321658,1473038,119888,8.03,36.78,Medio,Saludable,Equilibrado
3334152,628679,229237,806961,146339,1053935,65023,176407,369959,780324,121919,11.1,23.4,Medio,Saludable,Equilibrado
3924837,699928,209299,1048887,122555,899238,78594,169321,320149,414870,100820,8.16,10.57,Medio,Saludable,Equilibrado
3386993,613983,238538,1102429,174498,1231958,101886,205756,287765,1523542,110845,8.5,44.98,Medio,Saludable,Equilibrado
3644417,618508,222948,1183751,151033,1003605,53086,195209,429149,1337786,100474,11.78,36.71,Medio,Saludable,Equilibrado
3621359,673525,236574,1169048,171793,1429537,72712,142743,314107,1002920,121934,8.67,27.69,Medio,Saludable,Equilibrado
4936611,646179,166575,946398,174137,1267569,98530,148045,425634,1496044,86513,8.62,30.31,Medio Alto,Saludable,Equilibrado
5139570,584855,198467,1108350,163743,1492530,130192,116232,509660,815255,68219,9.92,15.86,Medio Alto,Saludable,Equilibrado
4649855,494670,182426,1127386,150780,950485,133973,182812,466801,1288901,61077,10.04,27.72,Medio Alto,Saludable,Equilibrado
4827546,678105,219603,918850,173219,568468,69008,112322,575511,2075232,78450,11.92,42.99,Medio Alto,Saludable,Equilibrado
4735539,530674,219891,808852,169162,1418190,62276,205096,680988,1980708,114313,14.38,41.83,Medio Alto,Saludable,Equilibrado
4450379,552050,168615,941228,120971,1425097,139941,127860,656162,1110807,100131,14.74,24.96,Medio Alto,Saludable,Equilibrado
5153000,603167,239785,1143981,125041,1088699,98370,170871,593555,914935,128609,11.52,17.76,Medio Alto,Saludable,Equilibrado
4451465,630122,168908,924480,133440,970973,143938,121627,356185,778367,146936,8.0,17.49,Medio Alto,Saludable,Equilibrado
4420227,575612,212883,812895,173672,635173,61961,169347,523322,1309195,63572,11.84,29.62,Medio Alto,Saludable,Equilibrado
4430221,685671,187654,1133288,122689,1134661,146505,104418,518081,1900030,67098,11.69,42.89,Medio Alto,Saludable,Equilibrado
4931096,508899,181833,1172453,135173,1101551,114932,127311,541557,2325373,111713,10.98,47.16,Medio Alto,Saludable,Equilibrado
4363284,697926,225877,877079,167247,1333409,76496,197166,548553,476339,128709,12.57,10.92,Medio Alto,Saludable,Equilibrado
5253112,601348,200990,823245,164745,576212,143727,190590,710893,2018464,57660,13.53,38.42,Medio Alto,Saludable,Equilibrado
4848037,680089,199990,1137289,179297,1288718,121710,214535,415691,1894964,123301,8.57,39.09,Medio Alto,Saludable,Equilibrado
4628996,697557,167878,1013877,124554,577987,144133,107447,507867,2007001,78735,10.97,43.36,Medio Alto,Saludable,Equilibrado
5174940,608956,202532,1059151,158746,1433416,141781,89433,490190,1301830,80225,9.47,25.16,Medio Alto,Saludable,Equilibrado
4979056,603681,194674,1170203,133499,1389372,136221,173179,515439,1544163,73727,10.35,31.01,Medio Alto,Saludable,Equilibrado
4486081,561711,177479,1095234,122187,1087405,64986,160020,371448,1179003,126441,8.28,26.28,Medio Alto,Saludable,Equilibrado
4792681,617226,237262,1162318,167878,776823,137969,191478,547905,1245050,133890,11.43,25.98,Medio Alto,Saludable,Equilibrado
5044436,713308,162331,960827,167677,1055401,98713,191959,656844,2247146,144607,13.02,44.55,Medio Alto,Saludable,Equilibrado
4620216,697526,221190,1157238,155408,566631,130037,144744,658735,1720114,74697,14.26,37.23,Medio Alto,Saludable,Equilibrado
4881228,529126,174921,1128178,160613,900452,98548,140200,685167,2227657,120015,14.04,45.64,Medio Alto,Saludable,Equilibrado
4663739,526068,235052,1002459,140628,511721,142635,109293,684123,1403434,132833,14.67,30.09,Medio Alto,Saludable,Equilibrado
4639045,664338,191342,1071108,153927,540900,68123,224936,517165,2034022,148240,11.15,43.85,Medio Alto,Saludable,Equilibrado
4220381,668825,190158,849466,128006,976875,125193,185949,478506,659952,93782,11.34,15.64,Medio Alto,Saludable,Equilibrado
4208120,708519,195161,1086535,154306,510909,107454,177671,532619,740678,124280,12.66,17.6,Medio Alto,Saludable,Equilibrado
4114820,715824,228569,973831,143839,600014,80647,103137,587467,369832,135139,14.28,8.99,Medio Alto,Saludable,Equilibrado
4321469,599420,199883,820202,172400,803941,128298,114267,572903,625894,108208,13.26,14.48,Medio Alto,Saludable,Equilibrado
5106142,522691,209782,904568,156878,890888,79279,95883,613231,1959315,142004,12.01,38.37,Medio Alto,Saludable,Equilibrado
4547889,693712,196622,1191284,141453,917503,68191,102026,374650,2001594,84467,8.24,44.01,Medio Alto,Saludable,Equilibrado
4827943,634469,180283,946110,128735,665538,100725,183111,405315,1918153,148874,8.4,39.73,Medio Alto,Saludable,Equilibrado
4155621,485282,183009,957314,125221,802455,85141,184188,496078,1081933,92303,11.94,26.04,Medio Alto,Saludable,Equilibrado
4538779,707675,185020,1011623,137291,1265729,115390,146234,626168,1428052,68406,13.8,31.46,Medio Alto,Saludable,Equilibrado
4201905,647451,210214,1015720,171250,523912,86542,219543,482683,566484,114721,11.49,13.48,Medio Alto,Saludable,Equilibrado
4634284,507154,204341,1080936,123826,1024015,92760,75328,565551,1639599,148929,12.2,35.38,Medio Alto,Saludable,Equilibrado
4940025,582834,230682,1010440,145698,1007180,130683,219761,599858,1555366,107792,12.14,31.48,Medio Alto,Saludable,Equilibrado
4814400,689142,169673,1061347,156614,1425549,89029,121227,511250,1468000,104721,10.62,30.49,Medio Alto,Saludable,Equilibrado
5039928,625385,209875,803462,131784,1427990,132656,212108,716572,1824931,92694,14.22,36.21,Medio Alto,Saludable,Equilibrado
4691859,552546,199498,1099076,168837,741836,111405,90396,425624,406824,73787,9.07,8.67,Medio Alto,Saludable,Equilibrado
4576337,699183,161001,1010060,152149,924757,121272,86036,498036,1566240,137351,10.88,34.22,Medio Alto,Saludable,Equilibrado
5128503,521279,197240,885954,172768,1042901,116736,132506,681821,1074238,58562,13.29,20.95,Medio Alto,Saludable,Equilibrado
4789335,608495,188710,813318,166020,1065689,69796,146084,414797,2113725,113002,8.66,44.13,Medio Alto,Saludable,Equilibrado
4206947,521680,235963,846902,148411,881205,50759,156117,416624,598809,147775,9.9,14.23,Medio Alto,Saludable,Equilibrado
4690391,718173,184113,1146272,135219,1093002,124613,184614,682230,1263355,91490,14.55,26.93,Medio Alto,Saludable,Equilibrado
4467233,655652,226031,806511,121618,988300,68991,107941,443917,378856,131876,9.94,8.48,Medio Alto,Saludable,Equilibrado
5202349,679251,161219,949494,122415,1149685,92200,178108,760287,477854,89054,14.61,9.19,Medio Alto,Saludable,Equilibrado
4536272,534282,227283,859533,161032,780957,140221,145413,392679,1382220,83835,8.66,30.47,Medio Alto,Saludable,Equilibrado
4428079,632709,236089,812057,174812,900557,121482,190810,577799,2090140,136519,13.05,47.2,Medio Alto,Saludable,Equilibrado
4646648,672659,209636,923686,167894,1243017,83683,140374,449574,743363,86017,9.68,16.0,Medio Alto,Saludable,Equilibrado
4978857,640346,187548,988622,125044,758709,114354,81415,703025,1917079,121096,14.12,38.5,Medio Alto,Saludable,Equilibrado
5091771,628103,176988,1106229,140760,1324566,140594,132439,423044,488163,67216,8.31,9.59,Medio Alto,Saludable,Equilibrado
4608940,637302,201147,880990,120032,806505,65090,200746,650974,1998282,97430,14.12,43.36,Medio Alto,Saludable,Equilibrado
5357032,562845,233152,1143820,164671,883718,126748,77086,678942,479496,60096,12.67,8.95,Alto,Saludable,Equilibrado
5564689,639495,187600,854863,129509,982651,79559,143871,516456,2426893,74672,9.28,43.61,Alto,Saludable,Equilibrado
5900394,638316,212383,898779,179436,527625,53266,120634,533766,1098740,149447,9.05,18.62,Alto,Saludable,Equilibrado
6215761,667354,174165,1140751,148101,1499672,134496,162765,516962,2375330,113059,8.32,38.21,Alto,Saludable,Equilibrado
6159353,543107,182608,851319,129895,768542,133480,109672,891266,493563,120434,14.47,8.01,Alto,Saludable,Equilibrado
5455366,575047,210099,1001629,142309,823700,118109,210194,555360,1746268,137372,10.18,32.01,Alto,Saludable,Equilibrado
5802182,692846,232495,983766,132700,1238802,126476,126032,655518,1809357,134711,11.3,31.18,Alto,Saludable,Equilibrado
5920278,644384,224402,1181552,139316,1236684,101586,185157,793544,1919365,81567,13.4,32.42,Alto,Saludable,Equilibrado
6060230,670144,203417,1121899,139830,581182,63036,136410,541790,2615367,117857,8.94,43.16,Alto,Saludable,Equilibrado
5548957,683427,190436,850011,152980,675302,72423,210353,589399,677630,65747,10.62,12.21,Alto,Saludable,Equilibrado
6308730,497617,223110,1097556,152090,1086824,89843,118908,719515,2159559,117273,11.41,34.23,Alto,Saludable,Equilibrado
6438607,542829,178756,1114353,141665,1326875,83433,123960,557027,2667948,124713,8.65,41.44,Alto,Saludable,Equilibrado
5631269,514582,193688,1172750,124335,1383554,77266,209371,488040,1115098,123153,8.67,19.8,Alto,Saludable,Equilibrado
5895458,575248,222839,1025254,151451,977528,71003,96896,736260,1698094,78298,12.49,28.8,Alto,Saludable,Equilibrado
5497250,492535,220611,1143854,160792,1338685,77754,83950,717367,526829,114571,13.05,9.58,Alto,Saludable,Equilibrado
5418547,667975,196354,1147810,120337,1238369,56422,86103,809949,499733,72997,14.95,9.22,Alto,Saludable,Equilibrado
5894015,602580,200432,1157997,146923,1167424,91543,191375,519983,1066471,68439,8.82,18.09,Alto,Saludable,Equilibrado
5542729,676161,227528,1026273,177653,1418714,125788,187113,793944,808531,102231,14.32,14.59,Alto,Saludable,Equilibrado
6269565,716763,208671,1097527,129909,1479442,90876,213011,663962,1162347,106759,10.59,18.54,Alto,Saludable,Equilibrado
6031418,704296,212180,1128485,158728,931587,130483,80556,673746,2331463,68418,11.17,38.66,Alto,Saludable,Equilibrado
5911798,659877,163082,1062980,174176,1453942,112048,147328,567782,865184,78736,9.6,14.63,Alto,Saludable,Equilibrado
6484910,550812,195965,1082960,147708,1425759,65972,211748,917599,728830,68522,14.15,11.24,Alto,Saludable,Equilibrado
5871505,603697,188139,1006216,135407,1396136,58325,116374,734620,2724610,120065,12.51,46.4,Alto,Saludable,Equilibrado
6161687,670324,183581,984543,137872,1484609,57341,113890,556712,1984957,100227,9.04,32.21,Alto,Saludable,Equilibrado
6192010,575118,215033,859689,175276,861340,102549,110292,640037,2250581,147885,10.34,36.35,Alto,Saludable,Equilibrado
6499561,663719,178233,981996,121565,1228506,88665,194420,629117,2306166,74906,9.68,35.48,Alto,Saludable,Equilibrado
5572065,498811,195640,1032228,131655,1187514,113094,171949,612983,1893521,50378,11.0,33.98,Alto,Saludable,Equilibrado
5304218,625893,204521,1053794,137418,1071354,130726,131937,467415,2112514,148558,8.81,39.83,Alto,Saludable,Equilibrado
5830627,485330,233660,932665,127694,1387854,67971,150624,648151,1812311,145249,11.12,31.08,Alto,Saludable,Equilibrado
5868880,617369,212379,1069913,131413,909559,58491,194479,777625,2706329,100607,13.25,46.11,Alto,Saludable,Equilibrado
5748793,504436,225394,1029941,163132,1486054,107169,174054,599500,2680382,98252,10.43,46.63,Alto,Saludable,Equilibrado
5608751,553802,231071,841258,163210,684702,90769,222432,616419,1008176,62507,10.99,17.98,Alto,Saludable,Equilibrado
5495829,600122,180533,909054,137200,1321900,98322,203554,605258,619877,133790,11.01,11.28,Alto,Saludable,Equilibrado
5696164,502298,208486,976905,164622,946457,106421,208447,537900,2724835,51247,9.44,47.84,Alto,Saludable,Equilibrado
5620076,579509,160724,972757,160755,1378911,82616,162344,618770,732692,80634,11.01,13.04,Alto,Saludable,Equilibrado
5747910,665807,224124,1136144,157850,750403,60006,168056,818362,1639829,55188,14.24,28.53,Alto,Saludable,Equilibrado
6418093,701080,164315,895193,122633,943318,75968,143296,534378,1805518,58865,8.33,28.13,Alto,Saludable,Equilibrado
5780127,695763,203171,1144755,149235,1181627,58468,197154,552090,494106,134239,9.55,8.55,Alto,Saludable,Equilibrado
5766713,646295,205672,899918,158316,743020,77682,185878,552235,1934325,56174,9.58,33.54,Alto,Saludable,Equilibrado
6110366,579808,164627,918905,168082,763638,61263,100232,577477,809081,50234,9.45,13.24,Alto,Saludable,Equilibrado
5467769,556437,179985,1137152,159658,574598,51016,195622,505564,2617551,66506,9.25,47.87,Alto,Saludable,Equilibrado
5867659,660594,170314,1046419,163476,1309858,130196,89421,631432,2727724,73459,10.76,46.49,Alto,Saludable,Equilibrado
6377955,712422,212166,875376,133710,1465257,117511,219261,740684,1684014,115504,11.61,26.4,Alto,Saludable,Equilibrado
5787142,590736,169984,956636,162200,1255928,93820,206129,690594,1272087,130915,11.93,21.98,Alto,Saludable,Equilibrado
6139012,699145,187855,1191010,166681,1053310,89329,120670,590163,632582,116955,9.61,10.3,Alto,Saludable,Equilibrado
5559430,604496,216800,860910,138887,826859,57231,122455,554756,2536245,101717,9.98,45.62,Alto,Saludable,Equilibrado
5979837,490043,163407,908728,126363,606428,133854,124084,559029,1032704,54514,9.35,17.27,Alto,Saludable,Equilibrado
5401046,638410,230942,1044543,171458,999031,101227,78671,609473,2524897,50180,11.28,46.75,Alto,Saludable,Equilibrado
6210361,687589,238467,1055991,147559,1425267,111034,96587,756468,1626287,77398,12.18,26.19,Alto,Saludable,Equilibrado
5368313,545834,200598,1044262,162170,782451,83455,154162,500163,712251,60661,9.32,13.27,Alto,Saludable,Equilibrado
5948132,537252,228995,915863,178082,1001048,140747,110768,778040,1344923,53630,13.08,22.61,Alto,Saludable,Equilibrado
6068801,585583,205584,1127327,163102,844557,93453,156840,858214,2630176,85732,14.14,43.34,Alto,Saludable,Equilibrado
