Ingreso,Alimentación,Movilidad,Vivienda,Salud,Educación,Entretenimiento,Vestuario,Ahorros,Deudas,Otros,%Ahorro,%Deuda,NivelIngreso,SaludFinanciera,PerfilFinanciero
1520839,176919,62046,256504,67694,82469,52212,34418,122781,578499,79272,8.07,38.04,Bajo,Crítica,Endeudado
585154,72198,26327,89102,23023,35515,20502,14850,53047,220281,28030,9.07,37.64,Bajo,Crítica,Endeudado
403752,53328,15348,61541,16626,23335,13809,9889,31936,151562,20564,7.91,37.54,Bajo,Crítica,Endeudado
1340130,159584,55050,227057,58146,76770,43203,31973,101657,464213,71342,7.59,34.64,Bajo,Crítica,Endeudado
1111103,151543,46801,185383,48424,62897,38991,29778,99858,381150,57035,8.99,34.3,Bajo,Crítica,Endeudado
451017,53428,18159,74837,19792,25356,16334,10225,33894,164665,20673,7.52,36.51,Bajo,Crítica,Endeudado
443273,51109,19212,68512,17183,28014,15975,11786,37672,160107,23544,8.5,36.12,Bajo,Crítica,Endeudado
548401,73736,21494,89175,21397,29429,18128,13530,46507,201104,25591,8.48,36.67,Bajo,Crítica,Endeudado
1277303,158535,52850,185624,54131,77297,41332,30240,99542,506405,64456,7.79,39.65,Bajo,Crítica,Endeudado
850070,113212,36684,130004,32557,47461,27086,19521,77624,289124,42038,9.13,34.01,Bajo,Crítica,Endeudado
597256,72964,26042,97946,24728,32103,18062,14905,54441,215473,29006,9.12,36.08,Bajo,Crítica,Endeudado
54127,7411,2179,8467,2222,3128,1849,1487,4451,19737,2691,8.22,36.46,Bajo,Crítica,Endeudado
660433,84734,25738,118281,25262,38640,20351,15275,54256,237746,31996,8.22,36.0,Bajo,Crítica,Endeudado
556644,68730,22870,93248,18544,35554,18070,11554,47388,212993,25376,8.51,38.26,Bajo,Crítica,Endeudado
918510,115398,37757,163399,42001,50131,27693,24205,72102,336775,41736,7.85,36.67,Bajo,Crítica,Endeudado
1005176,137332,41158,152635,44567,53025,30226,24524,79405,371219,50185,7.9,36.93,Bajo,Crítica,Endeudado
47738,6254,2006,6869,1707,2512,1526,1108,3973,19507,2234,8.32,40.86,Bajo,Crítica,Endeudado
29024,3484,1264,4139,1277,1662,1030,671,2470,11575,1331,8.51,39.88,Bajo,Crítica,Endeudado
180880,22990,8174,29085,7551,10761,6333,4374,14870,67146,8272,8.22,37.12,Bajo,Crítica,Endeudado
79338,8955,3067,14371,3076,4207,2458,1979,6242,30519,4129,7.87,38.47,Bajo,Crítica,Endeudado
112183,13452,4396,17233,4546,6225,3492,2546,8680,45672,5591,7.74,40.71,Bajo,Crítica,Endeudado
480969,59204,20755,85823,19288,26139,16274,11920,39882,166364,25778,8.29,34.59,Bajo,Crítica,Endeudado
792395,107132,33302,135026,31265,48270,24009,21764,62328,281972,37701,7.87,35.58,Bajo,Crítica,Endeudado
370102,47999,15835,61093,14859,22790,13316,8808,27956,136484,19313,7.55,36.88,Bajo,Crítica,Endeudado
1319201,158317,56188,235223,55624,70513,43754,28546,118778,483376,66446,9.0,36.64,Bajo,Crítica,Endeudado
593728,74819,25352,92361,23977,32660,17839,14025,50498,202182,29237,8.51,34.05,Bajo,Crítica,Endeudado
1568304,193011,65517,279633,60800,79065,45743,36916,141326,596016,69728,9.01,38.0,Bajo,Crítica,Endeudado
1368572,179178,59048,209956,56309,78698,48413,36887,107298,511452,72080,7.84,37.37,Bajo,Crítica,Endeudado
757986,92150,31866,125125,30587,40037,25520,19103,62464,282464,40271,8.24,37.27,Bajo,Crítica,Endeudado
759615,97234,27980,122533,28507,47069,24054,20438,60723,293604,30901,7.99,38.65,Bajo,Crítica,Endeudado
1374981,182741,52130,207328,58304,72244,42970,32079,107920,495202,64649,7.85,36.02,Bajo,Crítica,Endeudado
479997,63599,20694,77881,19205,28219,15323,12108,39251,167140,23439,8.18,34.82,Bajo,Crítica,Endeudado
378260,49895,16055,59145,15469,23922,13736,8686,29721,135759,18243,7.86,35.89,Bajo,Crítica,Endeudado
1144057,140292,47059,202621,46378,69631,35450,27657,82713,426039,60460,7.23,37.24,Bajo,Crítica,Endeudado
643876,85986,27405,98177,27384,36054,19536,14792,53055,241222,33264,8.24,37.46,Bajo,Crítica,Endeudado
1092543,128175,43515,194395,40973,61316,33936,25213,86315,425298,52482,7.9,38.93,Bajo,Crítica,Endeudado
1472219,181439,57006,222143,64997,81491,46684,34445,128079,574276,68005,8.7,39.01,Bajo,Crítica,Endeudado
801886,101794,30617,125208,30289,45663,24814,18570,69988,311411,41211,8.73,38.83,Bajo,Crítica,Endeudado
1369682,187639,52376,212120,60261,76150,47463,31419,116698,505124,72680,8.52,36.88,Bajo,Crítica,Endeudado
126366,15056,5369,21729,5421,6772,4086,2886,11104,46450,6536,8.79,36.76,Bajo,Crítica,Endeudado
685181,89319,30046,124489,26732,40606,21076,16245,55136,245297,32367,8.05,35.8,Bajo,Crítica,Endeudado
846634,98042,31835,136986,31576,51784,30539,21284,77412,328076,38944,9.14,38.75,Bajo,Crítica,Endeudado
783166,93191,29584,133646,29729,49757,25415,21067,62577,281667,36724,7.99,35.97,Bajo,Crítica,Endeudado
1591783,170720,64030,288212,69046,77304,52058,41824,138299,601152,80334,8.69,37.77,Bajo,Crítica,Endeudado
719887,86102,31979,116301,28311,42419,24448,16677,59401,247902,39147,8.25,34.44,Bajo,Crítica,Endeudado
1527315,203082,58044,244039,58057,97863,53670,40624,131302,550795,82089,8.6,36.06,Bajo,Crítica,Endeudado
709009,91446,31847,121049,32080,40550,22538,19392,58841,241116,33052,8.3,34.01,Bajo,Crítica,Endeudado
263448,31802,11740,48147,10596,15698,8000,6243,23803,92885,13882,9.04,35.26,Bajo,Crítica,Endeudado
1508840,179476,60526,243882,57139,87199,52041,35881,133404,514415,80723,8.84,34.09,Bajo,Crítica,Endeudado
1383635,181434,54148,235171,60353,81316,42324,36721,104581,506926,61728,7.56,36.64,Bajo,Crítica,Endeudado
261821,31786,10045,45106,11332,15518,9183,6618,23263,92774,13106,8.89,35.43,Bajo,Crítica,Endeudado
139376,17281,5571,22386,6359,7938,4550,3406,12628,50696,6813,9.06,36.37,Bajo,Crítica,Endeudado
1127185,146774,46755,176276,42339,63359,35432,28152,103021,426893,52198,9.14,37.87,Bajo,Crítica,Endeudado
365629,44044,15407,62103,14325,23230,13045,8527,28365,137759,16559,7.76,37.68,Bajo,Crítica,Endeudado
1470820,187080,58040,227328,64343,80133,53186,39556,118665,505484,76335,8.07,34.37,Bajo,Crítica,Endeudado
1109551,138521,41943,191031,45637,66144,37343,26608,85282,419573,53177,7.69,37.81,Bajo,Crítica,Endeudado
980112,130644,39860,172562,39915,60515,31117,22102,75363,360774,46573,7.69,36.81,Bajo,Crítica,Endeudado
201303,23387,7682,33995,8914,11168,6183,4928,17798,74707,10554,8.84,37.11,Bajo,Crítica,Endeudado
518236,71250,21778,87239,19947,32105,16811,12850,43067,181837,27192,8.31,35.09,Bajo,Crítica,Endeudado
643529,74411,28548,99112,28605,33977,22498,15699,54622,252360,29002,8.49,39.22,Bajo,Crítica,Endeudado
137534,16653,6203,24026,5196,8248,4762,3459,11497,47946,6845,8.36,34.86,Bajo,Crítica,Endeudado
897020,119703,39968,129265,38741,50041,30167,20400,76977,345342,43015,8.58,38.5,Bajo,Crítica,Endeudado
713577,97602,31018,127829,28195,37617,25661,18344,52973,250065,33762,7.42,35.04,Bajo,Crítica,Endeudado
361782,43832,16515,57445,16320,22212,12250,8548,33107,130328,17038,9.15,36.02,Bajo,Crítica,Endeudado
224442,26387,9387,40882,9822,12075,8189,5292,19501,79708,11672,8.69,35.51,Bajo,Crítica,Endeudado
202450,24930,8652,35365,7899,12953,6552,5373,16009,73170,11084,7.91,36.14,Bajo,Crítica,Endeudado
768820,86526,29070,136036,25412,40033,26059,19254,64302,289765,40802,8.36,37.69,Bajo,Crítica,Endeudado
177902,22369,7441,27298,7468,10924,5661,4784,16056,62057,9231,9.03,34.88,Bajo,Crítica,Endeudado
1352457,177062,59226,210557,54471,71769,42325,36810,106455,463538,68991,7.87,34.27,Bajo,Crítica,Endeudado
996371,115123,39486,169359,40388,60323,34715,27338,87971,358785,52387,8.83,36.01,Bajo,Crítica,Endeudado
890189,117848,39607,143635,37532,50614,28873,22544,75515,326730,41032,8.48,36.7,Bajo,Crítica,Endeudado
1097398,143008,45005,163352,44343,58053,39539,28543,90326,422859,57321,8.23,38.53,Bajo,Crítica,Endeudado
1263408,144012,56834,226093,55772,67471,45821,33660,107086,443045,63356,8.48,35.07,Bajo,Crítica,Endeudado
1471866,186984,55679,249712,61033,81846,52348,37707,122344,543141,69158,8.31,36.9,Bajo,Crítica,Endeudado
806702,109226,35134,134409,31163,49824,24752,18155,70327,285332,42455,8.72,35.37,Bajo,Crítica,Endeudado
629161,81403,26557,96959,25026,38922,22606,14940,51690,214882,31387,8.22,34.15,Bajo,Crítica,Endeudado
1562740,196713,70287,244809,63164,89053,48628,42105,120519,611534,70412,7.71,39.13,Bajo,Crítica,Endeudado
403747,53299,17956,70089,17511,25331,12366,9295,30858,146730,19873,7.64,36.34,Bajo,Crítica,Endeudado
113185,12964,4367,19952,5164,6501,3844,2652,10277,41310,5859,9.08,36.5,Bajo,Crítica,Endeudado
986776,121125,40807,165291,41052,56895,35124,24911,83157,347364,48225,8.43,35.2,Bajo,Crítica,Endeudado
405232,53258,16073,68540,15227,22981,12882,11021,35091,148028,21647,8.66,36.53,Bajo,Crítica,Endeudado
505336,67571,22373,86899,21542,31167,14658,13275,42926,175351,25344,8.49,34.7,Bajo,Crítica,Endeudado
1567549,202127,64793,250303,65977,89288,53490,30241,127967,600373,73974,8.16,38.3,Bajo,Crítica,Endeudado
1277589,148267,56045,195226,57121,81593,41217,30956,98660,506599,60971,7.72,39.65,Bajo,Crítica,Endeudado
601267,68025,25575,90264,26118,33783,19833,14844,49508,242056,27295,8.23,40.26,Bajo,Crítica,Endeudado
1200423,152418,49350,182225,50510,65311,39994,32583,107125,461499,55061,8.92,38.44,Bajo,Crítica,Endeudado
101238,13507,3565,16506,4204,6129,3152,2724,9066,37311,5042,8.96,36.85,Bajo,Crítica,Endeudado
696668,79612,28322,111420,27703,38405,21502,19067,51340,284435,29996,7.37,40.83,Bajo,Crítica,Endeudado
274458,37121,11655,48880,11569,16390,8591,6842,23728,90978,14511,8.65,33.15,Bajo,Crítica,Endeudado
566613,69870,24712,102055,25050,32200,19506,15330,48390,195472,30484,8.54,34.5,Bajo,Crítica,Endeudado
57664,7787,2242,7961,2110,3572,1761,1321,5143,23057,2644,8.92,39.99,Bajo,Crítica,Endeudado
309181,31254,11761,50081,12724,18455,10540,6532,26272,125829,14428,8.5,40.7,Bajo,Crítica,Endeudado
20043,2594,868,3163,857,1067,637,516,1604,7241,1025,8.0,36.13,Bajo,Crítica,Endeudado
777443,100159,33184,132560,30233,44148,25211,20772,64827,287687,35844,8.34,37.0,Bajo,Crítica,Endeudado
306256,38170,13884,54485,12065,16082,10437,6881,23799,114604,15693,7.77,37.42,Bajo,Crítica,Endeudado
818032,105153,35881,126459,34405,49736,24571,21772,65773,307838,37654,8.04,37.63,Bajo,Crítica,Endeudado
410741,47289,18824,72491,17074,22116,13447,9619,32243,160555,16742,7.85,39.09,Bajo,Crítica,Endeudado
1003391,119547,43227,159998,43911,59616,30537,26293,81281,379693,54969,8.1,37.84,Bajo,Crítica,Endeudado
1263733,136993,52978,204346,50847,70483,38941,28447,97760,517172,63433,7.74,40.92,Bajo,Crítica,Endeudado
1178724,158361,48495,181518,45822,68161,42041,29089,93984,400990,63789,7.97,34.02,Bajo,Crítica,Endeudado
821481,104587,31772,130278,35837,44259,25684,22131,71614,307005,38572,8.72,37.37,Bajo,Crítica,Endeudado
1167295,125806,47362,205732,47666,56591,41367,30767,99559,437141,55934,8.53,37.45,Bajo,Crítica,Endeudado
756914,90428,30355,119834,31934,42763,26665,20591,69092,281263,36001,9.13,37.16,Bajo,Crítica,Endeudado
1043788,130648,41324,160641,40257,63440,34265,25797,87466,399740,50907,8.38,38.3,Bajo,Crítica,Endeudado
71203,9036,2913,11456,3194,4488,2359,1791,5568,26846,3400,7.82,37.7,Bajo,Crítica,Endeudado
663482,78831,30204,116459,24931,42047,23698,17996,60214,225217,31681,9.08,33.94,Bajo,Crítica,Endeudado
1246770,158576,49041,210810,49394,79403,38436,30019,112433,431858,61851,9.02,34.64,Bajo,Crítica,Endeudado
810073,93664,35420,122401,36488,47308,26469,21564,65056,297852,42782,8.03,36.77,Bajo,Crítica,Endeudado
659614,80421,25107,97924,25791,41372,21413,16666,50660,267115,31166,7.68,40.5,Bajo,Crítica,Endeudado
305617,40029,11760,52374,13113,17044,10270,8402,26462,106471,14445,8.66,34.84,Bajo,Crítica,Endeudado
860217,109014,33314,155934,32753,43182,26648,21506,67490,324395,45533,7.85,37.71,Bajo,Crítica,Endeudado
1036478,138390,43453,159595,41638,61924,32112,24553,79045,366106,52455,7.63,35.32,Bajo,Crítica,Endeudado
876334,111459,36890,140019,40017,44218,27644,20926,73580,339208,41496,8.4,38.71,Bajo,Crítica,Endeudado
1373416,158519,56260,218518,62322,80410,42876,37742,112724,493000,67230,8.21,35.9,Bajo,Crítica,Endeudado
1456946,157315,53872,265169,61384,81056,50784,33692,131652,548996,71648,9.04,37.68,Bajo,Crítica,Endeudado
136714,16903,5697,23687,5851,8488,4185,3523,11534,47754,6386,8.44,34.93,Bajo,Crítica,Endeudado
488296,62219,19873,74599,21856,26972,17641,11887,41183,174437,23284,8.43,35.72,Bajo,Crítica,Endeudado
564286,64800,25239,85833,22047,35761,20381,13115,42559,225031,29226,7.54,39.88,Bajo,Crítica,Endeudado
698172,93870,26733,115492,28851,39870,24497,16983,57888,238650,32108,8.29,34.18,Bajo,Crítica,Endeudado
509916,66380,20429,77489,21992,27920,18212,13958,45012,175750,23294,8.83,34.47,Bajo,Crítica,Endeudado
158071,17881,6335,28349,6362,8631,5743,4269,13946,54330,8630,8.82,34.37,Bajo,Crítica,Endeudado
1295715,147579,58989,205526,58734,79322,47348,34292,109876,476378,60332,8.48,36.77,Bajo,Crítica,Endeudado
725257,83773,32485,112531,29893,39966,24962,18327,65902,250601,38586,9.09,34.55,Bajo,Crítica,Endeudado
86854,11156,3490,13556,3694,4801,3050,2042,6831,32954,4411,7.86,37.94,Bajo,Crítica,Endeudado
1393203,187118,57061,226795,60038,88060,45988,35855,113866,507916,66293,8.17,36.46,Bajo,Crítica,Endeudado
509377,62145,20066,92031,22049,30688,16002,12089,46450,179254,26602,9.12,35.19,Bajo,Crítica,Endeudado
534937,70263,23560,87050,19152,33651,19325,14427,46021,192651,27717,8.6,36.01,Bajo,Crítica,Endeudado
274963,33381,11525,46720,9703,16537,8301,6722,24283,98146,14753,8.83,35.69,Bajo,Crítica,Endeudado
1515258,194489,59346,231420,61544,81546,51617,37047,133415,552196,72497,8.8,36.44,Bajo,Crítica,Endeudado
829959,105355,33453,134607,30499,48082,27186,19525,69091,317084,39837,8.32,38.2,Bajo,Crítica,Endeudado
1433268,190742,60537,223469,57833,76655,42370,33084,127171,551162,69643,8.87,38.45,Bajo,Crítica,Endeudado
848692,114930,32424,132764,32856,45128,30198,20785,74483,300062,46394,8.78,35.36,Bajo,Crítica,Endeudado
839027,102359,35271,132163,31620,47909,28973,22350,66441,311391,39564,7.92,37.11,Bajo,Crítica,Endeudado
574432,68232,22066,93224,24451,34463,17345,12699,44220,225085,30067,7.7,39.18,Bajo,Crítica,Endeudado
738148,96141,32916,113829,28303,40961,23821,16812,62215,285296,37672,8.43,38.65,Bajo,Crítica,Endeudado
356150,41152,16184,60112,15409,20933,10719,8739,27637,131960,18893,7.76,37.05,Bajo,Crítica,Endeudado
65317,8583,2512,9280,2862,4052,2026,1657,5032,26086,2812,7.7,39.94,Bajo,Crítica,Endeudado
916183,117034,41101,141487,37483,55050,31165,21774,80082,347818,42647,8.74,37.96,Bajo,Crítica,Endeudado
1410610,164778,55797,235937,55138,89163,46614,32640,122459,520212,67260,8.68,36.88,Bajo,Crítica,Endeudado
1156653,124317,50614,212031,50639,68540,36131,27024,103709,402989,62405,8.97,34.84,Bajo,Crítica,Endeudado
106559,13374,4780,16374,4690,6037,3865,2425,8494,40128,5107,7.97,37.66,Bajo,Crítica,Endeudado
1594636,194334,64107,274613,63094,99850,46274,42992,114304,611212,83042,7.17,38.33,Bajo,Crítica,Endeudado
1161638,136547,49236,206459,50844,61452,40871,31634,96538,398436,61384,8.31,34.3,Bajo,Crítica,Endeudado
236204,31353,7867,41289,9252,13311,7807,6092,16655,90773,11513,7.05,38.43,Bajo,Crítica,Endeudado
1559310,302200,74853,309639,74124,107896,60270,47274,231762,236584,91008,14.86,15.17,Bajo,Saludable,Equilibrado
729472,152131,35882,143497,35401,46843,31094,22442,106775,115834,39436,14.64,15.88,Bajo,Saludable,Equilibrado
8122,1675,441,1494,372,521,317,226,1337,1141,513,16.46,14.05,Bajo,Saludable,Equilibrado
310398,60485,16797,58412,15087,22732,11948,8830,43248,43003,18567,13.93,13.85,Bajo,Saludable,Equilibrado
235605,43332,11866,43903,11565,15765,9025,6956,35326,34884,12743,14.99,14.81,Bajo,Saludable,Equilibrado
1149705,228925,52744,209649,57138,86495,41407,36828,176992,165568,67352,15.39,14.4,Bajo,Saludable,Equilibrado
1253421,244236,58047,238102,64723,83284,46766,34699,204525,194722,79746,16.32,15.54,Bajo,Saludable,Equilibrado
1619527,295945,88717,312052,84252,109902,66578,46454,245393,253337,91287,15.15,15.64,Bajo,Saludable,Equilibrado
754224,156353,37283,146750,37946,53135,28606,23061,112391,111996,44840,14.9,14.85,Bajo,Saludable,Equilibrado
1428334,286642,75254,268518,77701,98270,55526,46677,232109,208234,77383,16.25,14.58,Bajo,Saludable,Equilibrado
887942,184292,42658,167905,45885,60481,36241,29249,133383,129002,52040,15.02,14.53,Bajo,Saludable,Equilibrado
451924,87380,24274,83731,23607,32808,18423,12612,70487,62622,27048,15.6,13.86,Bajo,Saludable,Equilibrado
115278,21647,6274,23767,5837,8049,4740,3660,16962,16787,6954,14.71,14.56,Bajo,Saludable,Equilibrado
877072,178343,42112,177955,43329,61148,32957,25985,130495,126570,53030,14.88,14.43,Bajo,Saludable,Equilibrado
635737,128517,30221,119951,33896,47167,24720,20546,89025,97910,36613,14.0,15.4,Bajo,Saludable,Equilibrado
1344872,252346,61397,244154,65931,97694,53013,42090,208304,202115,81768,15.49,15.03,Bajo,Saludable,Equilibrado
1215488,230674,65094,245645,65381,92102,51052,39445,178351,167623,72896,14.67,13.79,Bajo,Saludable,Equilibrado
819264,174182,37164,169573,38453,57212,33430,26923,129531,110597,41003,15.81,13.5,Bajo,Saludable,Equilibrado
1041282,227789,52277,204400,51628,64982,43738,28896,153212,153375,58300,14.71,14.73,Bajo,Saludable,Equilibrado
1477421,300999,69311,284197,69884,98239,53404,45409,231019,214599,90596,15.64,14.53,Bajo,Saludable,Equilibrado
172536,34879,9383,32120,8386,11280,7176,5617,28018,23605,9569,16.24,13.68,Bajo,Saludable,Equilibrado
949500,185034,42902,196488,43492,68534,35581,26847,146914,130283,55775,15.47,13.72,Bajo,Saludable,Equilibrado
1573357,301732,80744,344010,71634,109810,57988,48851,213807,237193,97143,13.59,15.08,Bajo,Saludable,Equilibrado
590288,110981,30231,120820,31434,42833,24539,17727,88940,84720,35223,15.07,14.35,Bajo,Saludable,Equilibrado
20416,4363,958,3783,953,1450,889,574,2792,3233,1337,13.68,15.84,Bajo,Saludable,Equilibrado
1036684,211459,52844,194055,56639,69293,38934,28217,160743,158331,64657,15.51,15.27,Bajo,Saludable,Equilibrado
95390,18374,4782,19336,4489,6501,3883,2922,14900,14515,5447,15.62,15.22,Bajo,Saludable,Equilibrado
701393,131680,28035,153776,34835,47941,24948,21045,105472,107944,42182,15.04,15.39,Bajo,Saludable,Equilibrado
963460,174164,49812,202009,50284,63958,38495,25339,145030,146843,62165,15.05,15.24,Bajo,Saludable,Equilibrado
371242,74017,18831,76708,18760,25554,15039,11062,59710,49682,21574,16.08,13.38,Bajo,Saludable,Equilibrado
1004030,206503,49291,193300,46897,76524,41077,30301,136089,137333,63102,13.55,13.68,Bajo,Saludable,Equilibrado
336171,66364,16589,65872,18149,23670,12288,10658,54467,47964,19239,16.2,14.27,Bajo,Saludable,Equilibrado
862908,165483,39264,185841,39771,61795,34030,26283,136416,120702,46710,15.81,13.99,Bajo,Saludable,Equilibrado
521636,96952,26008,107086,26067,36226,19944,14894,83296,75796,33218,15.97,14.53,Bajo,Saludable,Equilibrado
385489,73662,21182,83220,19783,27534,14869,11023,52783,58316,22967,13.69,15.13,Bajo,Saludable,Equilibrado
869573,172847,47065,157406,41245,62745,35490,26293,129486,132135,50739,14.89,15.2,Bajo,Saludable,Equilibrado
235225,45282,11911,50904,12028,16324,8701,6407,37136,31470,14819,15.79,13.38,Bajo,Saludable,Equilibrado
1479482,278886,66716,292038,72523,104780,59152,42596,225309,226700,80302,15.23,15.32,Bajo,Saludable,Equilibrado
780172,165247,36582,163292,37006,51371,30610,23296,108806,119354,44108,13.95,15.3,Bajo,Saludable,Equilibrado
991244,211819,53948,215114,49020,60220,36042,31749,140344,135822,52877,14.16,13.7,Bajo,Saludable,Equilibrado
82364,17927,3864,15411,4509,5746,3427,2160,12399,11678,4468,15.05,14.18,Bajo,Saludable,Equilibrado
265517,57219,13602,50218,11952,18668,9919,8013,39988,36995,16055,15.06,13.93,Bajo,Saludable,Equilibrado
228343,45925,11973,43033,10631,15770,8384,6840,33694,36326,12989,14.76,15.91,Bajo,Saludable,Equilibrado
522217,87073,27635,113054,24459,37244,19153,16157,80979,78484,33758,15.51,15.03,Bajo,Saludable,Equilibrado
1197652,230626,55317,248886,61182,83944,49373,37675,179730,173238,66089,15.01,14.46,Bajo,Saludable,Equilibrado
1085547,229680,47833,223218,51016,71417,42822,30616,169018,144545,70977,15.57,13.32,Bajo,Saludable,Equilibrado
1195396,216742,61832,235803,62817,86581,48110,38459,183528,191438,68766,15.35,16.01,Bajo,Saludable,Equilibrado
615757,131256,31513,120534,31783,38541,24102,18964,99229,86339,32168,16.11,14.02,Bajo,Saludable,Equilibrado
1404551,244015,71578,292499,65208,101601,58537,42964,231661,204740,86565,16.49,14.58,Bajo,Saludable,Equilibrado
288799,63123,13221,59678,13390,17722,11342,9421,43145,37901,17898,14.94,13.12,Bajo,Saludable,Equilibrado
1571953,326658,83555,275145,75232,108513,66045,48653,239786,244187,91825,15.25,15.53,Bajo,Saludable,Equilibrado
1116539,227659,54616,205247,54968,79661,47934,33828,157263,179363,60876,14.08,16.06,Bajo,Saludable,Equilibrado
245288,45280,12646,44625,13352,17535,10460,6995,34138,34918,13483,13.92,14.24,Bajo,Saludable,Equilibrado
1341168,245532,61617,257281,71931,103077,58677,41432,196988,183340,86141,14.69,13.67,Bajo,Saludable,Equilibrado
676812,135759,32467,124207,34914,51710,25174,21812,104878,96054,41972,15.5,14.19,Bajo,Saludable,Equilibrado
774429,165347,37199,142555,35853,54936,31263,22175,106233,118628,42238,13.72,15.32,Bajo,Saludable,Equilibrado
434822,92811,22451,90387,21161,32828,17408,10830,64730,56930,24083,14.89,13.09,Bajo,Saludable,Equilibrado
558387,103517,26018,117098,27607,41793,20957,18174,84360,77125,34293,15.11,13.81,Bajo,Saludable,Equilibrado
1016523,197005,47363,200131,53007,75331,43136,30056,137300,164944,66771,13.51,16.23,Bajo,Saludable,Equilibrado
1510553,273877,72003,324371,82712,107770,65922,43313,214178,228668,93012,14.18,15.14,Bajo,Saludable,Equilibrado
838696,154037,42308,160053,38386,56651,30937,23581,128684,114938,45734,15.34,13.7,Bajo,Saludable,Equilibrado
1419927,290283,69958,293723,69890,89851,55341,39881,216412,198668,92533,15.24,13.99,Bajo,Saludable,Equilibrado
465100,85284,23268,95206,23651,34182,16977,14748,72322,71919,25791,15.55,15.46,Bajo,Saludable,Equilibrado
728198,147122,33686,140855,34851,50682,31446,20628,116209,99316,47822,15.96,13.64,Bajo,Saludable,Equilibrado
127094,25120,6805,24570,6786,9415,4885,3517,19107,19476,6872,15.03,15.32,Bajo,Saludable,Equilibrado
635587,115163,32627,134335,31433,46381,27241,20467,93449,93494,40982,14.7,14.71,Bajo,Saludable,Equilibrado
635600,133452,30386,124458,33041,46118,23809,17231,88476,97740,38946,13.92,15.38,Bajo,Saludable,Equilibrado
851793,186378,45495,164396,40980,51620,31659,25531,133221,113425,55481,15.64,13.32,Bajo,Saludable,Equilibrado
1030001,187617,48177,189392,46850,68146,45309,31756,159170,156734,67221,15.45,15.22,Bajo,Saludable,Equilibrado
1548868,314001,84080,315927,78742,113315,62026,44060,208985,223626,94507,13.49,14.44,Bajo,Saludable,Equilibrado
613484,116845,27904,126154,30613,38754,24813,20127,86822,96446,40204,14.15,15.72,Bajo,Saludable,Equilibrado
964691,201884,46357,189838,47488,66332,37517,26898,146125,133879,58968,15.15,13.88,Bajo,Saludable,Equilibrado
559222,102769,28668,121838,30358,35273,22967,17437,84928,81542,32171,15.19,14.58,Bajo,Saludable,Equilibrado
818971,146436,44633,172716,38808,56672,34742,22684,125983,128484,46609,15.38,15.69,Bajo,Saludable,Equilibrado
704178,149411,34884,145249,33459,42367,26115,22747,98086,108829,41081,13.93,15.45,Bajo,Saludable,Equilibrado
1525589,320586,66903,298197,79642,111373,55166,47069,216482,240762,86942,14.19,15.78,Bajo,Saludable,Equilibrado
258535,50832,13623,47792,13491,19783,10292,7413,38541,36662,14193,14.91,14.18,Bajo,Saludable,Equilibrado
331886,64237,18027,62217,15693,22825,13807,9962,46844,48493,18334,14.11,14.61,Bajo,Saludable,Equilibrado
1271377,259349,58759,265618,68758,94465,50893,37020,174749,177499,82187,13.74,13.96,Bajo,Saludable,Equilibrado
1133247,208639,57992,235912,51713,74776,46047,34434,155172,159302,71279,13.69,14.06,Bajo,Saludable,Equilibrado
1404018,274060,65775,278722,67836,94868,52096,44436,226582,218141,78800,16.14,15.54,Bajo,Saludable,Equilibrado
17510,3495,907,3653,820,1335,661,576,2309,2696,1043,13.19,15.4,Bajo,Saludable,Equilibrado
582734,115351,25135,126950,29119,37762,23063,16786,86118,87125,34469,14.78,14.95,Bajo,Saludable,Equilibrado
101765,20274,5326,21515,4728,6532,4160,3163,16443,13721,5720,16.16,13.48,Bajo,Saludable,Equilibrado
1469465,295003,68533,289961,79577,110445,59016,43135,199434,219309,95541,13.57,14.92,Bajo,Saludable,Equilibrado
835089,152048,45507,157465,37710,61894,31815,23542,124093,128457,54595,14.86,15.38,Bajo,Saludable,Equilibrado
765595,158992,36849,156119,34783,52988,33187,22557,119658,107053,42116,15.63,13.98,Bajo,Saludable,Equilibrado
969709,204965,51643,193464,52651,62933,39077,26776,145746,129606,56639,15.03,13.37,Bajo,Saludable,Equilibrado
862684,162118,45596,169301,43078,62174,33444,24905,121183,137174,55472,14.05,15.9,Bajo,Saludable,Equilibrado
539077,109128,26947,100305,27140,36344,20656,17156,86472,79123,30235,16.04,14.68,Bajo,Saludable,Equilibrado
1339534,260280,64313,265006,70434,85743,48666,41059,207616,193923,75579,15.5,14.48,Bajo,Saludable,Equilibrado
325509,67181,17577,64438,17745,20753,12694,8973,45028,50788,18531,13.83,15.6,Bajo,Saludable,Equilibrado
1089678,209944,55003,208820,57807,73471,44721,33688,175263,150486,64876,16.08,13.81,Bajo,Saludable,Equilibrado
981671,181385,50126,189371,50101,63814,42229,28841,149632,161549,62939,15.24,16.46,Bajo,Saludable,Equilibrado
1016065,191105,46079,203092,47175,71842,40110,31564,137203,155981,64439,13.5,15.35,Bajo,Saludable,Equilibrado
1323106,246805,64756,247202,60826,89287,54429,39626,193479,208939,74618,14.62,15.79,Bajo,Saludable,Equilibrado
462682,90598,22255,92014,21352,30951,19060,13229,70529,68181,29324,15.24,14.74,Bajo,Saludable,Equilibrado
